Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type,Year
41,805849,V805849,10000.0,2025-04-14,1,2025
42,256613,V256613,10000.0,2025-09-14,1,2025
43,35709,V35709,10000.0,2025-09-28,1,2025
44,110194,V110194,10000.0,2025-10-28,1,2025
45,541114,V541114,10000.0,2025-11-21,1,2025
46,898709,V898709,10000.0,2025-10-28,1,2025
47,186045,V186045,10000.0,2025-09-21,1,2025
48,270557,V270557,10000.0,2025-06-28,1,2025
49,753008,V753008,10000.0,2025-01-27,1,2025
50,231726,V231726,10000.0,2025-05-14,1,2025
51,597369,V597369,10000.0,2025-03-28,1,2025
52,815980,V815980,10000.0,2025-04-07,1,2025
53,983767,V983767,10000.0,2025-04-14,1,2025
54,829530,V829530,10000.0,2025-05-07,1,2025
55,24866,V24866,10000.0,2025-04-07,1,2025
56,653526,V653526,10000.0,2025-07-28,1,2025
57,39878,V39878,10000.0,2025-05-28,1,2025
58,831631,V831631,10000.0,2025-10-14,1,2025
59,89730,V89730,10000.0,2025-01-27,1,2025
60,975118,V975118,10000.0,2025-03-21,1,2025
61,777726,V777726,10000.0,2025-04-28,1,2025
62,501977,V501977,10000.0,2025-07-14,1,2025
63,74851,V74851,10000.0,2025-01-20,1,2025
64,75590,V75590,10000.0,2025-03-21,1,2025
65,830776,V830776,10000.0,2025-12-21,1,2025
66,143677,V143677,10000.0,2025-10-07,1,2025
67,455926,V455926,10000.0,2025-05-21,1,2025
68,366060,V366060,10000.0,2025-11-28,1,2025
69,769010,V769010,10000.0,2025-04-14,1,2025
70,104484,V104484,10000.0,2025-04-14,1,2025
71,715544,V715544,10000.0,2025-07-14,1,2025
72,783534,V783534,10000.0,2025-05-21,1,2025
73,555627,V555627,10000.0,2025-09-21,1,2025
74,274218,V274218,10000.0,2025-05-14,1,2025
75,966214,V966214,10000.0,2025-10-07,1,2025
76,689503,V689503,10000.0,2025-10-07,1,2025
77,736604,V736604,10000.0,2025-03-07,1,2025
78,745626,V745626,10000.0,2025-09-14,1,2025
79,235731,V235731,10000.0,2025-07-14,1,2025
80,284582,V284582,10000.0,2025-10-07,1,2025
81,510704,V510704,10000.0,2025-12-21,1,2025
82,307309,V307309,10000.0,2025-03-28,1,2025
83,588810,V588810,10000.0,2025-04-07,1,2025
84,757957,V757957,10000.0,2025-06-28,1,2025
85,558936,V558936,10000.0,2025-07-14,1,2025
86,842605,V842605,10000.0,2025-08-21,1,2025
87,32211,V32211,10000.0,2025-08-21,1,2025
88,653475,V653475,10000.0,2025-11-21,1,2025
89,482443,V482443,10000.0,2025-12-07,1,2025
90,121043,V121043,10000.0,2025-09-28,1,2025
91,965484,V965484,10000.0,2025-06-21,1,2025
92,815919,V815919,10000.0,2025-11-21,1,2025
93,735400,V735400,10000.0,2025-05-14,1,2025
94,945814,V945814,10000.0,2025-03-07,1,2025
95,738032,V738032,10000.0,2025-06-07,1,2025
96,109355,V109355,10000.0,2025-08-21,1,2025
97,494224,V494224,10000.0,2025-01-27,1,2025
98,740547,V740547,10000.0,2025-05-07,1,2025
99,383614,V383614,10000.0,2025-02-27,1,2025
100,196440,V196440,10000.0,2025-10-28,1,2025
101,225205,V225205,10000.0,2025-10-21,1,2025
102,890230,V890230,10000.0,2025-05-21,1,2025
103,729280,V729280,10000.0,2025-01-27,1,2025
104,160641,V160641,10000.0,2025-03-07,1,2025
105,787211,V787211,10000.0,2025-11-07,1,2025
106,26796,V26796,10000.0,2025-12-07,1,2025
107,877225,V877225,10000.0,2025-02-13,1,2025
108,803815,V803815,10000.0,2025-09-21,1,2025
109,619671,V619671,10000.0,2025-03-28,1,2025
110,825817,V825817,10000.0,2025-12-14,1,2025
111,671771,V671771,10000.0,2025-09-28,1,2025
112,740093,V740093,10000.0,2025-02-06,1,2025
113,375261,V375261,10000.0,2025-07-07,1,2025
114,628009,V628009,10000.0,2025-05-21,1,2025
115,751502,V751502,10000.0,2025-03-07,1,2025
116,628916,V628916,10000.0,2025-10-21,1,2025
117,10729,V10729,10000.0,2025-02-27,1,2025
118,524125,V524125,10000.0,2025-04-21,1,2025
119,720106,V720106,10000.0,2025-07-21,1,2025
120,995331,V995331,10000.0,2025-10-14,1,2025
121,816929,V816929,10000.0,2025-03-21,1,2025
122,127190,V127190,10000.0,2025-08-21,1,2025
123,180353,V180353,10000.0,2025-03-14,1,2025
124,758648,V758648,10000.0,2025-02-06,1,2025
125,389560,V389560,10000.0,2025-02-27,1,2025
126,482080,V482080,10000.0,2025-12-21,1,2025
127,467238,V467238,10000.0,2025-09-07,1,2025
128,296034,V296034,10000.0,2025-10-21,1,2025
129,864214,V864214,10000.0,2025-09-28,1,2025
130,184091,V184091,10000.0,2025-05-14,1,2025
131,605429,V605429,10000.0,2025-04-21,1,2025
132,696113,V696113,10000.0,2025-12-07,1,2025
133,488396,V488396,10000.0,2025-03-21,1,2025
134,737702,V737702,10000.0,2025-03-07,1,2025
135,501809,V501809,10000.0,2025-09-21,1,2025
136,593371,V593371,10000.0,2025-01-06,1,2025
137,410471,V410471,10000.0,2025-12-07,1,2025
138,589128,V589128,10000.0,2025-07-07,1,2025
139,430501,V430501,10000.0,2025-08-28,1,2025
140,152863,V152863,10000.0,2025-09-21,1,2025
141,627381,V627381,10000.0,2025-05-28,1,2025
142,625675,V625675,10000.0,2025-12-28,1,2025
143,724961,V724961,10000.0,2025-12-14,1,2025
144,293400,V293400,10000.0,2025-08-07,1,2025
145,215730,V215730,10000.0,2025-01-13,1,2025
146,789207,V789207,10000.0,2025-09-21,1,2025
147,812219,V812219,10000.0,2025-01-20,1,2025
148,304177,V304177,10000.0,2025-11-07,1,2025
149,893760,V893760,10000.0,2025-06-28,1,2025
150,874813,V874813,10000.0,2025-06-14,1,2025
151,151462,V151462,10000.0,2025-02-27,1,2025
152,915064,V915064,10000.0,2025-12-07,1,2025
153,898691,V898691,10000.0,2025-08-07,1,2025
154,190603,V190603,10000.0,2025-03-21,1,2025
155,646729,V646729,10000.0,2025-03-07,1,2025
156,296934,V296934,10000.0,2025-03-07,1,2025
157,58204,V58204,10000.0,2025-03-28,1,2025
158,394951,V394951,10000.0,2025-11-21,1,2025
159,26760,V26760,10000.0,2025-11-14,1,2025
160,225895,V225895,10000.0,2025-08-21,1,2025
161,904606,V904606,10000.0,2025-05-21,1,2025
162,676602,V676602,10000.0,2025-01-27,1,2025
163,719592,V719592,10000.0,2025-08-28,1,2025
164,178132,V178132,10000.0,2025-06-21,1,2025
165,529486,V529486,10000.0,2025-10-14,1,2025
166,982903,V982903,10000.0,2025-04-07,1,2025
167,256554,V256554,10000.0,2025-03-21,1,2025
168,596141,V596141,10000.0,2025-10-07,1,2025
169,351403,V351403,10000.0,2025-10-21,1,2025
170,405463,V405463,10000.0,2025-09-07,1,2025
171,141108,V141108,10000.0,2025-04-21,1,2025
172,834118,V834118,10000.0,2025-06-28,1,2025
173,200024,V200024,10000.0,2025-03-14,1,2025
174,723150,V723150,10000.0,2025-05-28,1,2025
175,819050,V819050,10000.0,2025-05-28,1,2025
176,808408,V808408,10000.0,2025-05-28,1,2025
177,84273,V84273,10000.0,2025-11-21,1,2025
178,630941,V630941,10000.0,2025-01-20,1,2025
179,716137,V716137,10000.0,2025-01-06,1,2025
180,878307,V878307,10000.0,2025-02-13,1,2025
181,147083,V147083,10000.0,2025-05-21,1,2025
182,518778,V518778,10000.0,2025-12-21,1,2025
183,278230,V278230,10000.0,2025-01-20,1,2025
184,765730,V765730,10000.0,2025-01-06,1,2025
185,188866,V188866,10000.0,2025-05-07,1,2025
186,735620,V735620,10000.0,2025-05-14,1,2025
187,351462,V351462,10000.0,2025-05-28,1,2025
188,588417,V588417,10000.0,2025-07-28,1,2025
189,988923,V988923,10000.0,2025-02-20,1,2025
190,797220,V797220,10000.0,2025-08-14,1,2025
191,335129,V335129,10000.0,2025-07-07,1,2025
192,285038,V285038,10000.0,2025-03-28,1,2025
193,411028,V411028,10000.0,2025-08-28,1,2025
194,67759,V67759,10000.0,2025-12-28,1,2025
195,510240,V510240,10000.0,2025-02-13,1,2025
196,904764,V904764,10000.0,2025-12-28,1,2025
197,325692,V325692,10000.0,2025-05-14,1,2025
198,61125,V61125,10000.0,2025-03-07,1,2025
199,120842,V120842,10000.0,2025-06-21,1,2025
200,124696,V124696,10000.0,2025-05-21,1,2025
201,664285,V664285,10000.0,2025-10-21,1,2025
202,25882,V25882,10000.0,2025-10-21,1,2025
203,929298,V929298,10000.0,2025-09-14,1,2025
204,604442,V604442,10000.0,2025-10-21,1,2025
205,413403,V413403,10000.0,2025-07-21,1,2025
206,593460,V593460,10000.0,2025-08-28,1,2025
207,77619,V77619,10000.0,2025-02-06,1,2025
208,312532,V312532,10000.0,2025-01-06,1,2025
209,350477,V350477,10000.0,2025-09-14,1,2025
210,630147,V630147,10000.0,2025-07-07,1,2025
211,135392,V135392,10000.0,2025-10-21,1,2025
212,846975,V846975,10000.0,2025-02-13,1,2025
213,247718,V247718,10000.0,2025-01-13,1,2025
214,364261,V364261,10000.0,2025-10-28,1,2025
215,178613,V178613,10000.0,2025-08-21,1,2025
216,973164,V973164,10000.0,2025-10-28,1,2025
217,660022,V660022,10000.0,2025-08-07,1,2025
218,694838,V694838,10000.0,2025-12-21,1,2025
219,32724,V32724,10000.0,2025-12-28,1,2025
220,341682,V341682,10000.0,2025-02-13,1,2025
221,900112,V900112,10000.0,2025-07-28,1,2025
222,918527,V918527,10000.0,2025-11-28,1,2025
223,396266,V396266,10000.0,2025-05-14,1,2025
224,271702,V271702,10000.0,2025-03-07,1,2025
225,709840,V709840,10000.0,2025-02-13,1,2025
226,882308,V882308,10000.0,2025-02-20,1,2025
227,199515,V199515,10000.0,2025-07-21,1,2025
228,781705,V781705,10000.0,2025-01-20,1,2025
229,312751,V312751,10000.0,2025-07-21,1,2025
230,621379,V621379,10000.0,2025-07-07,1,2025
231,769708,V769708,10000.0,2025-04-28,1,2025
232,387815,V387815,10000.0,2025-07-28,1,2025
233,825240,V825240,10000.0,2025-02-13,1,2025
234,228930,V228930,10000.0,2025-01-13,1,2025
235,538041,V538041,10000.0,2025-02-13,1,2025
236,585531,V585531,10000.0,2025-04-21,1,2025
237,277958,V277958,10000.0,2025-12-07,1,2025
238,219534,V219534,10000.0,2025-10-21,1,2025
239,86577,V86577,10000.0,2025-05-14,1,2025
240,844432,V844432,10000.0,2025-09-28,1,2025
241,224663,V224663,10000.0,2025-05-07,1,2025
242,566979,V566979,10000.0,2025-12-21,1,2025
243,675625,V675625,10000.0,2025-09-28,1,2025
244,981948,V981948,10000.0,2025-10-21,1,2025
245,525369,V525369,10000.0,2025-03-14,1,2025
246,189950,V189950,10000.0,2025-05-21,1,2025
247,967441,V967441,10000.0,2025-12-28,1,2025
248,762543,V762543,10000.0,2025-08-07,1,2025
249,121146,V121146,10000.0,2025-12-07,1,2025
250,563271,V563271,10000.0,2025-02-13,1,2025
251,838649,V838649,10000.0,2025-06-07,1,2025
252,814052,V814052,10000.0,2025-04-28,1,2025
253,452481,V452481,10000.0,2025-11-14,1,2025
254,50667,V50667,10000.0,2025-02-13,1,2025
255,995463,V995463,10000.0,2025-03-14,1,2025
256,731192,V731192,10000.0,2025-02-06,1,2025
257,614955,V614955,10000.0,2025-01-27,1,2025
258,397712,V397712,10000.0,2025-10-28,1,2025
259,977411,V977411,10000.0,2025-10-28,1,2025
260,454637,V454637,10000.0,2025-06-21,1,2025
261,460296,V460296,10000.0,2025-11-14,1,2025
262,814913,V814913,10000.0,2025-04-21,1,2025
263,632526,V632526,10000.0,2025-02-13,1,2025
264,51907,V51907,10000.0,2025-10-14,1,2025
265,864665,V864665,10000.0,2025-03-28,1,2025
266,768546,V768546,10000.0,2025-02-27,1,2025
267,221474,V221474,10000.0,2025-05-21,1,2025
268,250382,V250382,10000.0,2025-09-21,1,2025
269,371229,V371229,10000.0,2025-09-14,1,2025
270,172980,V172980,10000.0,2025-08-14,1,2025
271,113177,V113177,10000.0,2025-02-13,1,2025
272,630423,V630423,10000.0,2025-04-07,1,2025
273,289983,V289983,10000.0,2025-10-14,1,2025
274,310195,V310195,10000.0,2025-12-07,1,2025
275,561598,V561598,10000.0,2025-11-14,1,2025
276,77352,V77352,10000.0,2025-06-21,1,2025
277,142821,V142821,10000.0,2025-11-28,1,2025
278,805690,V805690,10000.0,2025-08-28,1,2025
279,713455,V713455,10000.0,2025-04-21,1,2025
280,943578,V943578,10000.0,2025-09-14,1,2025
281,912290,V912290,10000.0,2025-12-14,1,2025
282,815614,V815614,10000.0,2025-12-14,1,2025
283,196371,V196371,10000.0,2025-12-07,1,2025
284,978881,V978881,10000.0,2025-09-07,1,2025
285,35215,V35215,10000.0,2025-08-28,1,2025
286,120922,V120922,10000.0,2025-11-14,1,2025
287,789222,V789222,10000.0,2025-09-28,1,2025
288,609792,V609792,10000.0,2025-10-14,1,2025
289,49081,V49081,10000.0,2025-03-21,1,2025
290,402836,V402836,10000.0,2025-06-07,1,2025
291,411964,V411964,10000.0,2025-10-07,1,2025
292,614743,V614743,10000.0,2025-07-28,1,2025
293,302374,V302374,10000.0,2025-04-07,1,2025
294,816420,V816420,10000.0,2025-11-14,1,2025
295,300323,V300323,10000.0,2025-01-13,1,2025
296,827519,V827519,10000.0,2025-02-20,1,2025
297,5252,V5252,10000.0,2025-08-21,1,2025
298,209641,V209641,10000.0,2025-03-07,1,2025
299,334074,V334074,10000.0,2025-05-07,1,2025
300,509147,V509147,10000.0,2025-10-21,1,2025
301,808215,V808215,10000.0,2025-11-14,1,2025
302,379879,V379879,10000.0,2025-04-07,1,2025
303,3920,V3920,10000.0,2025-11-28,1,2025
304,318297,V318297,10000.0,2025-04-21,1,2025
305,973115,V973115,10000.0,2025-03-21,1,2025
306,167235,V167235,10000.0,2025-08-07,1,2025
307,83464,V83464,10000.0,2025-10-07,1,2025
308,919312,V919312,10000.0,2025-03-07,1,2025
309,317581,V317581,10000.0,2025-06-28,1,2025
310,645577,V645577,10000.0,2025-11-07,1,2025
311,425073,V425073,10000.0,2025-12-14,1,2025
312,47807,V47807,10000.0,2025-10-21,1,2025
313,162248,V162248,10000.0,2025-02-20,1,2025
314,671996,V671996,10000.0,2025-08-28,1,2025
315,976085,V976085,10000.0,2025-04-21,1,2025
316,814503,V814503,10000.0,2025-03-28,1,2025
317,623776,V623776,10000.0,2025-06-28,1,2025
318,208371,V208371,10000.0,2025-05-21,1,2025
319,339909,V339909,10000.0,2025-09-28,1,2025
320,158206,V158206,10000.0,2025-09-21,1,2025
321,540872,V540872,10000.0,2025-10-14,1,2025
322,671379,V671379,10000.0,2025-02-27,1,2025
323,985681,V985681,10000.0,2025-11-28,1,2025
324,815247,V815247,10000.0,2025-11-28,1,2025
325,147027,V147027,10000.0,2025-07-28,1,2025
326,853856,V853856,10000.0,2025-06-14,1,2025
327,80101,V80101,10000.0,2025-05-14,1,2025
328,934787,V934787,10000.0,2025-06-21,1,2025
329,783183,V783183,10000.0,2025-02-27,1,2025
330,362572,V362572,10000.0,2025-02-20,1,2025
331,420695,V420695,10000.0,2025-06-07,1,2025
332,738469,V738469,10000.0,2025-08-07,1,2025
333,367058,V367058,10000.0,2025-06-14,1,2025
334,497997,V497997,10000.0,2025-03-14,1,2025
335,581937,V581937,10000.0,2025-10-14,1,2025
336,509251,V509251,10000.0,2025-08-14,1,2025
337,7676,V7676,10000.0,2025-08-28,1,2025
338,505868,V505868,10000.0,2025-02-20,1,2025
339,702301,V702301,10000.0,2025-02-20,1,2025
340,586616,V586616,10000.0,2025-07-21,1,2025
341,667319,V667319,10000.0,2025-02-06,1,2025
342,211285,V211285,10000.0,2025-11-07,1,2025
343,101795,V101795,10000.0,2025-02-20,1,2025
344,612579,V612579,10000.0,2025-05-07,1,2025
345,336916,V336916,10000.0,2025-03-07,1,2025
346,675444,V675444,10000.0,2025-06-07,1,2025
347,38405,V38405,10000.0,2025-04-07,1,2025
348,603910,V603910,10000.0,2025-01-06,1,2025
349,88616,V88616,10000.0,2025-02-27,1,2025
350,267279,V267279,10000.0,2025-09-14,1,2025
351,282973,V282973,10000.0,2025-02-06,1,2025
352,633656,V633656,10000.0,2025-01-27,1,2025
353,703840,V703840,10000.0,2025-12-21,1,2025
354,44360,V44360,10000.0,2025-04-21,1,2025
355,213639,V213639,10000.0,2025-04-21,1,2025
356,872682,V872682,10000.0,2025-09-14,1,2025
357,630983,V630983,10000.0,2025-06-28,1,2025
358,825873,V825873,10000.0,2025-02-27,1,2025
359,778017,V778017,10000.0,2025-07-14,1,2025
360,622234,V622234,10000.0,2025-03-28,1,2025
361,852936,V852936,10000.0,2025-06-28,1,2025
362,372988,V372988,10000.0,2025-09-07,1,2025
363,255948,V255948,10000.0,2025-05-07,1,2025
364,851983,V851983,10000.0,2025-08-07,1,2025
365,606417,V606417,10000.0,2025-05-07,1,2025
366,419855,V419855,10000.0,2025-03-21,1,2025
367,475263,V475263,10000.0,2025-10-14,1,2025
368,658457,V658457,10000.0,2025-11-21,1,2025
369,938780,V938780,10000.0,2025-04-14,1,2025
370,603258,V603258,10000.0,2025-10-07,1,2025
371,734735,V734735,10000.0,2025-05-21,1,2025
372,530313,V530313,10000.0,2025-02-13,1,2025
373,177094,V177094,10000.0,2025-03-21,1,2025
374,930993,V930993,10000.0,2025-11-14,1,2025
375,902035,V902035,10000.0,2025-12-14,1,2025
376,62304,V62304,10000.0,2025-06-21,1,2025
377,13957,V13957,10000.0,2025-03-21,1,2025
378,93250,V93250,10000.0,2025-12-21,1,2025
379,449915,V449915,10000.0,2025-12-07,1,2025
380,38268,V38268,10000.0,2025-01-27,1,2025
381,500419,V500419,10000.0,2025-06-21,1,2025
382,7765,V7765,10000.0,2025-05-28,1,2025
383,308754,V308754,10000.0,2025-05-07,1,2025
384,982559,V982559,10000.0,2025-03-21,1,2025
385,154325,V154325,10000.0,2025-05-21,1,2025
386,683554,V683554,10000.0,2025-07-21,1,2025
387,491717,V491717,10000.0,2025-12-28,1,2025
388,335420,V335420,10000.0,2025-01-20,1,2025
389,228139,V228139,10000.0,2025-03-28,1,2025
390,254700,V254700,10000.0,2025-03-14,1,2025
391,131659,V131659,10000.0,2025-06-28,1,2025
392,846028,V846028,10000.0,2025-02-13,1,2025
393,440324,V440324,10000.0,2025-11-07,1,2025
394,267581,V267581,10000.0,2025-02-27,1,2025
395,939566,V939566,10000.0,2025-06-07,1,2025
396,344825,V344825,10000.0,2025-03-07,1,2025
397,39098,V39098,10000.0,2025-03-14,1,2025
398,62330,V62330,10000.0,2025-10-28,1,2025
399,712725,V712725,10000.0,2025-12-28,1,2025
400,595467,V595467,10000.0,2025-07-14,1,2025
401,440557,V440557,10000.0,2025-01-13,1,2025
402,242276,V242276,10000.0,2025-03-07,1,2025
403,411423,V411423,10000.0,2025-12-28,1,2025
404,436089,V436089,10000.0,2025-01-20,1,2025
405,213931,V213931,10000.0,2025-10-14,1,2025
406,735427,V735427,10000.0,2025-08-07,1,2025
407,41348,V41348,10000.0,2025-06-28,1,2025
408,258131,V258131,10000.0,2025-12-21,1,2025
409,776667,V776667,10000.0,2025-01-06,1,2025
410,243263,V243263,10000.0,2025-09-14,1,2025
411,198377,V198377,10000.0,2025-10-21,1,2025
412,902873,V902873,10000.0,2025-09-07,1,2025
413,763618,V763618,10000.0,2025-03-14,1,2025
414,322408,V322408,10000.0,2025-07-07,1,2025
415,310148,V310148,10000.0,2025-12-14,1,2025
416,11997,V11997,10000.0,2025-04-28,1,2025
417,113674,V113674,10000.0,2025-12-28,1,2025
418,318089,V318089,10000.0,2025-10-21,1,2025
419,303750,V303750,10000.0,2025-12-28,1,2025
420,984785,V984785,10000.0,2025-01-20,1,2025
421,226441,V226441,10000.0,2025-02-13,1,2025
422,692815,V692815,10000.0,2025-01-06,1,2025
423,26876,V26876,10000.0,2025-03-07,1,2025
424,223003,V223003,10000.0,2025-09-28,1,2025
425,112867,V112867,10000.0,2025-05-21,1,2025
426,105806,V105806,10000.0,2025-12-21,1,2025
427,108036,V108036,10000.0,2025-03-21,1,2025
428,320811,V320811,10000.0,2025-07-28,1,2025
429,273155,V273155,10000.0,2025-02-13,1,2025
430,752912,V752912,10000.0,2025-03-28,1,2025
431,636002,V636002,10000.0,2025-05-21,1,2025
432,994486,V994486,10000.0,2025-12-28,1,2025
433,38567,V38567,10000.0,2025-01-13,1,2025
434,280296,V280296,10000.0,2025-10-28,1,2025
435,486366,V486366,10000.0,2025-11-28,1,2025
436,221611,V221611,10000.0,2025-07-28,1,2025
437,961963,V961963,10000.0,2025-04-28,1,2025
438,37554,V37554,10000.0,2025-01-27,1,2025
439,810273,V810273,10000.0,2025-05-14,1,2025
440,200035,V200035,10000.0,2025-10-14,1,2025
441,14022,V14022,10000.0,2025-01-27,1,2025
442,156000,V156000,10000.0,2025-04-28,1,2025
443,488199,V488199,10000.0,2025-03-14,1,2025
444,615242,V615242,10000.0,2025-09-28,1,2025
445,137227,V137227,10000.0,2025-08-28,1,2025
446,753583,V753583,10000.0,2025-05-14,1,2025
447,79196,V79196,10000.0,2025-06-07,1,2025
448,688308,V688308,10000.0,2025-06-07,1,2025
449,865102,V865102,10000.0,2025-07-21,1,2025
450,859253,V859253,10000.0,2025-11-21,1,2025
451,379881,V379881,10000.0,2025-01-20,1,2025
452,657175,V657175,10000.0,2025-04-28,1,2025
453,313655,V313655,10000.0,2025-02-27,1,2025
454,597191,V597191,10000.0,2025-05-07,1,2025
455,222046,V222046,10000.0,2025-12-14,1,2025
456,680236,V680236,10000.0,2025-02-06,1,2025
457,381010,V381010,10000.0,2025-02-06,1,2025
458,62394,V62394,10000.0,2025-08-07,1,2025
459,113231,V113231,10000.0,2025-08-07,1,2025
460,598834,V598834,10000.0,2025-12-14,1,2025
461,795804,V795804,10000.0,2025-03-21,1,2025
462,182638,V182638,10000.0,2025-12-28,1,2025
463,195106,V195106,10000.0,2025-02-20,1,2025
464,141888,V141888,10000.0,2025-04-21,1,2025
465,641583,V641583,10000.0,2025-06-07,1,2025
466,683376,V683376,10000.0,2025-05-07,1,2025
467,671904,V671904,10000.0,2025-04-07,1,2025
468,619688,V619688,10000.0,2025-08-14,1,2025
469,572834,V572834,10000.0,2025-06-28,1,2025
470,824646,V824646,10000.0,2025-07-07,1,2025
471,225224,V225224,10000.0,2025-06-14,1,2025
472,577987,V577987,10000.0,2025-03-14,1,2025
473,228431,V228431,10000.0,2025-10-28,1,2025
474,349848,V349848,10000.0,2025-08-21,1,2025
475,547461,V547461,10000.0,2025-12-14,1,2025
476,661657,V661657,10000.0,2025-12-14,1,2025
477,4093,V4093,10000.0,2025-11-28,1,2025
478,996706,V996706,10000.0,2025-11-21,1,2025
479,590441,V590441,10000.0,2025-10-14,1,2025
480,707049,V707049,10000.0,2025-05-28,1,2025
481,694529,V694529,10000.0,2025-09-28,1,2025
482,132081,V132081,10000.0,2025-09-28,1,2025
483,503642,V503642,10000.0,2025-12-07,1,2025
484,585049,V585049,10000.0,2025-04-14,1,2025
485,192384,V192384,10000.0,2025-01-06,1,2025
486,644920,V644920,10000.0,2025-11-07,1,2025
487,637052,V637052,10000.0,2025-09-14,1,2025
488,307574,V307574,10000.0,2025-06-14,1,2025
489,849577,V849577,10000.0,2025-07-28,1,2025
490,294211,V294211,10000.0,2025-05-21,1,2025
491,539621,V539621,10000.0,2025-07-14,1,2025
492,994740,V994740,10000.0,2025-11-28,1,2025
493,264087,V264087,10000.0,2025-07-07,1,2025
494,46475,V46475,10000.0,2025-07-14,1,2025
495,849623,V849623,10000.0,2025-08-14,1,2025
496,770076,V770076,10000.0,2025-02-13,1,2025
497,340995,V340995,10000.0,2025-03-28,1,2025
498,474911,V474911,10000.0,2025-05-14,1,2025
499,958399,V958399,10000.0,2025-05-14,1,2025
500,498403,V498403,10000.0,2025-07-21,1,2025
501,511100,V511100,10000.0,2025-10-07,1,2025
502,346443,V346443,10000.0,2025-05-14,1,2025
503,814153,V814153,10000.0,2025-01-06,1,2025
504,848369,V848369,10000.0,2025-07-14,1,2025
505,230255,V230255,10000.0,2025-05-07,1,2025
506,993282,V993282,10000.0,2025-08-28,1,2025
507,753597,V753597,10000.0,2025-10-14,1,2025
508,127896,V127896,10000.0,2025-11-07,1,2025
509,669477,V669477,10000.0,2025-08-14,1,2025
510,535690,V535690,10000.0,2025-02-20,1,2025
511,283268,V283268,10000.0,2025-07-14,1,2025
512,996831,V996831,10000.0,2025-11-14,1,2025
513,208804,V208804,10000.0,2025-11-28,1,2025
514,825829,V825829,10000.0,2025-11-07,1,2025
515,964418,V964418,10000.0,2025-06-07,1,2025
516,244510,V244510,10000.0,2025-04-21,1,2025
517,333147,V333147,10000.0,2025-06-07,1,2025
518,218554,V218554,10000.0,2025-07-07,1,2025
519,720262,V720262,10000.0,2025-09-14,1,2025
520,183500,V183500,10000.0,2025-05-14,1,2025
521,597322,V597322,10000.0,2025-12-07,1,2025
522,995015,V995015,10000.0,2025-09-07,1,2025
523,414809,V414809,10000.0,2025-03-28,1,2025
524,60757,V60757,10000.0,2025-01-13,1,2025
525,215584,V215584,10000.0,2025-11-07,1,2025
526,430477,V430477,10000.0,2025-12-07,1,2025
527,204097,V204097,10000.0,2025-07-28,1,2025
528,768335,V768335,10000.0,2025-08-14,1,2025
529,896059,V896059,10000.0,2025-10-21,1,2025
530,423263,V423263,10000.0,2025-02-27,1,2025
531,183646,V183646,10000.0,2025-05-28,1,2025
532,668094,V668094,10000.0,2025-04-21,1,2025
533,426625,V426625,10000.0,2025-10-28,1,2025
534,902128,V902128,10000.0,2025-04-07,1,2025
